Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,"Very good
  
",30.Dec.19,Yes,Very good sounding speaker.  Fills up a room.  Not gonna blow your socks off. But works great.  Have two of them.  Love em,0
5,"Fun to talk to.
  
",30.Dec.19,Yes,"Very helpful when you ask questions. Hopefully,  later you can carry on a conversation.",0
4,"Works well !
  
",30.Dec.19,Yes,Very sensitive speaker ! My 4 year old was whispering something to me and Alexa responded across the room to her .... possibly creepy but it works really well! Haha,0
5,"Better then i thought !
  
",30.Dec.19,Yes,We are really enjoying our new Echo !  The sound is amazing !  I had no problem setting this up and we have been having fun with Alexa ever since .  So glad we purchased this Echo !,0
5,"Love it
  
",30.Dec.19,Yes,We bought one on a whim and loved it so much we bought another for upstairs.,0
5,"Great upgrade
  
",30.Dec.19,Yes,We have had echo_ from the very beginning. This unit was bought to replace a first gen unit. Love thatIt is much more responsive and doesn_ seem to lose connection like the first gen unit.,0
5,"Great product with a wry sense of humor
  
",30.Dec.19,Yes,We haven_ used the technical support yet.,0
5,"nice voice
  
",30.Dec.19,Yes,"We like her voice.  So far we are enjoying Alexa, (RED) edition. Even though the only available internet to us is by satellite,since we live in a 3rd world country here in the US.  Sometime she does not work just right thanks to our very, very expensive internet.",0
5,"Great product!
  
",30.Dec.19,Yes,"We started out with an echo dot that we got free with our cable tv service. We loved it but it was so small we couldn_ hear it WEP so we decided to upgrade. This did not disappoint! The volume is amazing and Alexas voice is clear. Also, can hear me from across the house asking her questions etc. which is a definite bonus. Better than my iPhone and Siri who half the time doesn_ hear me and/or doesn_ answer my questions but instead tells me to open a webpage she found. Alexa has yet to tell me she doesn_ know the answer to something! Definitely worth the money.",0
5,"Top notch sound
  
",30.Dec.19,Yes,We_e still learning about the product but we are enjoying the experience.,0
5,"It works
  
",30.Dec.19,Yes,We've only had it a week and love it.,0
5,"Location
  
",30.Dec.19,Yes,"Weather, sports,music,etc.",0
5,"Very surprised how good they sound!!
  
",30.Dec.19,Yes,"What a huge improvement over the first generation which I replaced. It looks better, smaller and sounds way better! Get two of these and you will have a nice stereo set up.",0
5,"Enjoying the technical life.
  
",30.Dec.19,Yes,"Working. I had to unplug and restart once because it recognized the request, however no music asked for came out. Unplugged restarted and everything came along correctly.",0
5,"Works awesome
  
",30.Dec.19,Yes,Works as they advertised it.,0
5,"A must have
  
",30.Dec.19,Yes,"Works nice, very convenient and handy to have. Has definitely been a great asset to our house.",0
5,"Wow just wow it_ awesome!!!
  
",30.Dec.19,Yes,"Wow just wow this speaker is amazing my first time owning a Alexa echo speaker , it_ awesome! Especially the sound ! The bass is very amazing! alexa is really helpful and cool! This speaker is a must have!",0
5,"Great sound
  
",31.Dec.19,Yes,Alexa Echo puts out amazing sound for something so small.  I love it!!,0
5,"It's cool
  
",31.Dec.19,Yes,"Alexa seems kind of boring at least my kids think so. But she does what you ask. Except now, even though I haven't had it very long, it seems to be getting slow.",0
5,"Alexa
  
",31.Dec.19,Yes,Amazing,0
5,"Wanted one of these forever!
  
",31.Dec.19,Yes,And i just love it!,0
5,"Pretty awesome
  
",31.Dec.19,Yes,As long as your wifi is working everything is at a 100. Love it,0
5,"First echo!
  
",31.Dec.19,Yes,"As two 70+ people, we have watched our daughter use her echo and decided to get one for ourselves. We aren_ using any of the smart features but are completely enjoying the access to music and creating lists. We_e only had it a short while and I_ sure we_l expand our use with it as we get more familiar. I_ loving the the light blue color! So much nicer in my LR that the black!",1
5,"Alexa
  
",31.Dec.19,Yes,Aun me falta mucho pir conocer pero la es entretenido conocer los alcances,0
5,"Amazing! Great apps.
  
",31.Dec.19,Yes,Awesome device. I love the ability to start my Ford vehicle using my voice.,0
5,"Awesome for my mother who is blind.
  
",31.Dec.19,Yes,Awesome for my mother who is blind.,0
5,"sound quality
  
",31.Dec.19,Yes,awesome speaker!,0
5,"A+
  
",31.Dec.19,Yes,Awesome! Christmas gift for my mom she loved it!!,0
5,"Music
  
",31.Dec.19,Yes,"Bought for work to have music at the office. Works great when our internet is working. Unfortunately it looses connection often, but I think that_ our internet and not Alexa.",0
5,"Ez to connect to our existing Alexa!
  
",31.Dec.19,Yes,Bought it for my hubby!He loves it!,0
5,"Excelente dispositivo
  
",31.Dec.19,Yes,Cada dia encuentro algo mas en lo que es util,0
3,"Good, not great.
  
",31.Dec.19,Yes,Doesn_ always understand what I am asking. Sound as a speaker is decent enough.,0
5,"Great sound quality!!!
  
",31.Dec.19,Yes,Ease of set up and use makes it very worth while.,0
5,"Big upgrade from my Echo dot.
  
",31.Dec.19,Yes,Easy set up and sound is wonderful.,0
5,"Satisfied
  
",31.Dec.19,Yes,Easy to set up and easy to use. Good sounds quality.,0
5,"Excelente parlante
  
",31.Dec.19,Yes,Excelente calidad de bajos en un aparato tan pequeño buen reconocimiento de Alexa y que bien que venga en nuevos colores,0
5,"Todo excelente y ahora en Español mejor aún.
  
",31.Dec.19,Yes,Excelente producto!!,0
5,"Always listening
  
",31.Dec.19,Yes,Expected the quality of sound to be better,0
5,"Great I love it
  
",31.Dec.19,Yes,Fantastic,0
5,"Superb sound at lower volumes
  
",31.Dec.19,Yes,Finally a bedside Alexa that plays with great sound at lower volumes.,0
5,"It is worth it
  
",31.Dec.19,Yes,"For everything... Music, recipe, news, alarm etc...",0
5,"Good speaker
  
",31.Dec.19,Yes,"For the price, great product.",0
5,"Speaker
  
",31.Dec.19,Yes,Good,0
4,"Sounds good
  
",31.Dec.19,Yes,"Good sound quality, would like it more if it would stereo pair with echo plus",0
5,"So easy, even my granny can do it
  
",31.Dec.19,Yes,"Got this for my 89 year old grandma for Christmas and she loves it. After giving her a list of common things to do, she was quickly able to figure out how to get her favorite music, news, weather, drop in to other Alexas in the house, etc...the family has been using it to stream music and play games.",0
5,"Solid speaker.
  
",31.Dec.19,Yes,Great addition to the echo system I have in my home,0
4,"Great but not perfect
  
",31.Dec.19,Yes,Great for what we needed it for. Once in a while we get hiccups with voice recognition. And sometimes it will randomly tweak or derp out. Up to your tolerance. I'm ok with it.,0
5,"Alexa is there its at
  
",31.Dec.19,Yes,Great product. Great sound quality. Ascetically appealing. Works with all my smart home devices. Connects everything together. Overall great purchase. BUT there is one thing I don't like about it. This thing is a speaker. A smart speaker at that. Someone like me with an iPhone cant just open their apple music and click a song and play it over the speaker. Which to me doesn't make sense. But other then that i love it.,0
5,"Great value
  
",31.Dec.19,Yes,Great products,0
5,"Best purchase!
  
",31.Dec.19,Yes,Great sound for a fraction of the cost!,0
5,"Alexa doesn_ sleep.
  
",31.Dec.19,Yes,Great sound.,0
5,"Very nice
  
",31.Dec.19,Yes,Great speaker and knowledgeable interaction,0
5,"Quality
  
",31.Dec.19,Yes,I ��_��_It,0
3,"A Bit Disappointed
  
",31.Dec.19,Yes,"I am glad that it was purchased during a Black Friday Sale,  making it more affordable. However, having listened to music through so many, othwr, older models, much taller(larger?) Echo(s) , Ive been  expecting at least the same high-quality sound, if not better,  with an upgraded 2019, model.  is it me ir does size count?  Being at least  1/3  shorter than Echos I listen to elsewhere, on a regular basis, HOLD-UP, WAIT: Apologies for typis I cannot control nor change, thanks to yhis Refurbed 2017 Fire Tablet 10 sent last Oct. 2019, replacing the defective, albeit brand- new- identical model (a Regift from friend in  Jan. 2019).  Back to the topic, i am not very impressed, therefore, unsure of our futurevtogether. This is  my first, Echo and so far: Alexis has been  unable to find most of the songs I requested, some genres escape her (Gospel). The sound is over- Bassy,  tinny Treble,  I akready own a larger size Bose System in living room.  This is on 2nd Fl. in Office/Den.  I expected more sound, less failed Alexis, .I'll need to find more electrical outlets. For some reason, I believed that this upgraded model would be wireless (my fault and not a deal- breaker).  Being an audiophile , if its not wowing me, not keeping more electronics around attracting more electric dust.  The good news is that no one is evesdropping, not hacked, yet, simply bc it will not  function on any power strip not even our new, free,  eversource/Nstar Advanced Power Strip, unless plugged into a Hot/Control Socket.  Huh.Control mode? Nope, notgunnahappen.  Only if there is a chance I'll be visited by Angels singing tge Winning Lottery Numbers, not inviting ""Santa Clause, your new  best friend"" into our areana. .",1
5,"Fell in Love with Alexa
  
",31.Dec.19,Yes,"I am really happy with this product, top quality!",0
5,"Finally, very good sound.
  
",31.Dec.19,Yes,"I bought this on black Friday due to my Echo V. 1 broke . I do not recall seeing the stats on v.3 but what a surprise when I plugged it in. In addition to working flawlessly, the music quality is much better, especially with my Amazons UHD music subscription. Nice bass for such a small attractive Echo. I'm a lifelong audiophile and can now use my Echo 3 to play music for something other than background noise.",0
5,"this soung great!
  
",31.Dec.19,Yes,i cant believe i coud get this so cheap.. thanks Amazon for yout deals!,0
5,"Well worth it
  
",31.Dec.19,Yes,I got it as a christmas gift and I am enjoying it. The sound is excellent on it when I listen to my music.,0
5,"Great voice assistant
  
",31.Dec.19,Yes,I got this from the black friday sale. It works for what I wanted but it will work much better once I get more compatible devices.,0
3,"Does not work in pulbic wifi network
  
",31.Dec.19,Yes,"I had a hard time to get this Echo Gen 3 connected to public wifi, even the technical support could not figure out the problem. My Echo Gen 2 is working just fine. I did the software update but the problem still remains. Sound quality not far superior to generation 2 Echo.",0
